Optimizer,objfname,startTime,EndTime,ExecutionTime,Iter1,Iter2,Iter3,Iter4,Iter5,Iter6,Iter7,Iter8,Iter9,Iter10,Iter11,Iter12,Iter13,Iter14,Iter15,Iter16,Iter17,Iter18,Iter19,Iter20,Iter21,Iter22,Iter23,Iter24,Iter25,Iter26,Iter27,Iter28,Iter29,Iter30,Iter31,Iter32,Iter33,Iter34,Iter35,Iter36,Iter37,Iter38,Iter39,Iter40,Iter41,Iter42,Iter43,Iter44,Iter45,Iter46,Iter47,Iter48,Iter49,Iter50
SMO,F_1,2020-06-04-17-55-09,2020-06-04-17-55-09,0.07065248489379883,-0.49184552164020445,-0.49184552164020445,-0.49184552164020445,-0.49184552164020445,-0.49184552164020445,-0.49184552164020445,-0.49184552164020445,-0.592828844662826,-0.6158871645203572,-0.6158871645203572,-0.6158871645203572,-0.6158871645203572,-0.6367680997351526,-0.6367680997351526,-0.6367680997351526,-0.6367680997351526,-0.6367680997351526,-0.6367680997351526,-0.6367680997351526,-0.6367680997351526,-0.6367680997351526,-0.7250972968380243,-0.7250972968380243,-0.7250972968380243,-0.7250972968380243,-0.7250972968380243,-0.7250972968380243,-0.7250972968380243,-0.7250972968380243,-0.7250972968380243,-0.7250972968380243,-0.7250972968380243,-0.7250972968380243,-0.7410219560016884,-0.7410219560016884,-0.7410219560016884,-0.7410219560016884,-0.7410219560016884,-0.7410219560016884,-0.7410219560016884,-0.7410219560016884,-0.7410219560016884,-0.7410219560016884,-0.7410219560016884,-0.7553919845653891,-0.7553919845653891,-0.7553919845653891,-0.7553919845653891,-0.7553919845653891,-0.771759977190426
